label,text,cleaned_text
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,finnish outotec award contract suppli new zinc roaster gas clean sulphur acid plant ozk kardzhali zinc smelter bulgaria
positive,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",finnish pyri award engin contract cfr nation railway compani romania
positive,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",accord report neomarkka kuitu finland custom interest buy compani product restart product
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",result distribut compani start distribut addit current product offer shimano reel rod shimano fish tackl product exclus basi
positive,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,cargotec germani gmbh award contract stadtverwaltung mainz chassi bodi open procedur
positive,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,ceo erkki jærvinen happi compani perform
positive,Deliveries have started and the network will be ready for a launch soon .,deliveri start network readi launch soon
positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",earn per share quarter also higher yearonyear eur versus market expect eur
positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",ebitda year improv eurm compar eurm
positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",estonian telecom compani elisa custom number cross tallinn oct bns estonian telecommun compani elisa approxim new client nine month year bring number end septemb compani said
positive,"Exel Composites ' long-term growth prospects remain favourable , however .",exel composit longterm growth prospect remain favour howev
positive,fi is developing cooperation in keyword advertising with Microsoft .,fi develop cooper keyword advertis microsoft
positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",finnish construct group lemminkainen oyj hel lem said today contract provid technic servic nevski centr shop mall open novemb st petersburg russia
positive,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,finnish mobil oper dna function subcontractor maingat respons telecommun connect
positive,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",finnish softwar develop baswar oyj said novemb u subsidiari baswar inc order provid softwar contract lifecycl manag unnam u medic technolog compani
neutral,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions .",honka subsidiari franc germani also benefit exampl arrang custom event conjunct world cup ski competit
positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",howev sale volum food industri expect remain relat good level finland scandinavia atrium said
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,incap lankapaja aim enter actual agreement transfer sheetmet product buyer februari order complet transfer march
positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,mr kivimeist said john deer former timberjack stand win situat control around estonia forest machineri market
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,nokia elisa work togeth bring superior mobil game experi elisa custom
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .,nordea see return posit growth baltic countri
positive,Operating profit improved by 16.7 % to EUR 7.7 mn .,oper profit improv eur mn
positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,oper profit improv eur mn eur mn
positive,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,oper profit improv er mn eur mn
positive,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,oper profit improv eur mn eur mn
positive,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,outokumpu chief execut juha rantanen express confid china market
positive,"Previously , the company anticipated its operating profit to improve over the same period .",previous compani anticip oper profit improv period
positive,Productional situation has now improved .,product situat improv
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,rautaruukki said construct group yit award mln eur contract suppli steel structur new bridg span kemijoki river northern finland
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",sale came mln eur compar mln also beat consensus forecast mln eur
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",sale vat inclus expand percent million euro
positive,Strong growth has continued also in China .,strong growth continu also china
positive,Synergy benefits will start to materialise in the second quarter .,synergi benefit start materialis second quarter
positive,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,telest sentri form integr partnership sentri advanc degre immers camera product line telest enterpris video manag system
positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",thank multipli effect wagon perform transport much effici say develop manag juha malkia vr cargo
positive,The ` buy ' recommendation was reiterated .,buy recommend reiter
positive,The aim is to achieve EUR 2.5 mn yearly savings .,aim achiev eur mn year save
positive,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,borrow happi roadshow paid hit ratio high
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",compani make garden tool scissor consum good said earn boost mln eur incom receiv pct sharehold finnish engin group wartsila
positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,compani anticip turnov whole surpass previous year eur million
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,compani negoti amend financi coven present credit agreement regard situat septemb
positive,The EPS improved to EUR0 .38 from EUR0 .27 .,ep improv eur eur
positive,The expansion aims to attract new customers both in Finland and abroad .,expans aim attract new custom finland abroad
positive,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,feder secretari transport communic mexico award poyri mexican partner sintra consult contract connect buenavistacuautitlan suburban railway
positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",financi impact estim annual improv eur divis result fiscal year
positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",financi impact estim meur annual improv divis result start fiscal year
positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,finnish group anticip sale gain eurm tax expens
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",launch plant june went well produc advanc fuel coupl week
positive,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,parti agre negoti definit distribut licens agreement end june
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,ration oper seek achiev eur million year save second quarter current financi year
positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",sale result gain eur million second quarter oriolakd support finnish compani strategi focus pharmaceut wholesal retail oper
positive,The stock of new machines is reasonably small and new orders bring work .,stock new machin reason small new order bring work
positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,third order award outokumpu technolog shalkiya zinc kazakhstan shalkiya zinclead project kazakhstan
positive,These companies will be able to keep their market positions .,compani abl keep market posit
positive,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,acquisit support strategi close custom around world offer equip relat servic
neutral,This lays a foundation for sustainable business development for the long term .,lay foundat sustain busi develop long term
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",turun kaupunkin finland base compani award contract lemminkainen talotekniikka oy electr instal work
positive,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,world biggest magazin paper maker said program improv effici includ close sever least competit mill would cover compani oper result annual save euro million u million
positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,moder signific chang result signific reduct estim cvd risk
positive,Uponor improved its performance in spite of the decrease in residential construction in the US .,uponor improv perform spite decreas residenti construct u
neutral,The inventor was issued U.S. Patent No. .,inventor issu u patent
positive,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",isra cabl network oper hot telecom chosen telest intern technolog group exclus provid fttx equip israel accord telest today
neutral,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,incap corpor stock exchang releas may incap corpor direct share issu subscrib full board incap corpor approv subscript direct share issu
neutral,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",amer sport divest industri site rumilli franc announc distribut thomson reuter behalf thomson reuter client
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",simultan respons area extend legal affair cover also merger acquisit
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,board director propos extraordinari general meet authoris board decid issuanc maximum mn new share one share issu
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .,bg crane strong partner hiab australia mani year
neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",plant ground continu grow success garden lie well maintain
neutral,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",purchas site worth million thame gateway provid home
neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",poyri contract includ engin manag civil detail engin servic time schedul procur servic
neutral,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",group brand portfolio includ lead brand industri rapala global brand like vmc storm blue fox luhr jensen williamson marttiini sufix
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast .",fingerfriend opinion realli fast
neutral,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",thank nokia lulu proud publish novel found
neutral,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",summer collect joy fresh like vitamin inject said hm head design margareta van den bosch
neutral,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",maximum employe work karttakeskus respons produc geograph inform servic affect compani ad
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",marubeni marubeni corpor tse adr maruy establish core compani marubeni group one japan lead general trade hous
neutral,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",midnighttrad midnighttrad premier sourc extendedhour u equiti trade analysi news forecast retail institut invest communiti
neutral,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,juhapekka weckstrm appoint presid telecom group teliasonera finland succeed esa rautalinko
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",accord pietinalho doctor motiv patient smoke everi time visit doctor
neutral,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",accord origin merger plan scanfil would get stake combin busi
neutral,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",accord ultrascan softwar acquir cracker manag chang mobil phone way phone abl get hold onetim password sent bank via text messag
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",addit retail use hardwar across task store throughout warehous provid substanti save support infrastructur cost
neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",addus servic includ person care assist activ daili live skill nurs rehabilit therapi adult day care
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",aldata solut oyj bertrand sciard presid ceo inform aldata solut oyj bertrand sciard presid ceo tel aldata retailwholesal aldata busi dedic retail wholesal busi improv
neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,alfa group vote stock new compani telenor free float
neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,altogeth subject mild elev cholesterol level particip fourmonth long intervent
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",addit amount cap eurm payabl cash upon achiev certain financi perform target
neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",arto ryymin born replac juhani kaisanlahti work act evp healthcar welfar sinc august
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,capman haavisto respons group financ account
positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",implement softwar finnish armi aim unifi improv oper applic area qpr softwar state
neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",cablevis system corp cvc madison squar garden divis own oper new york knickerbock basketbal team also madison squar garden arena new york ranger hockey team new york liberti woman basketbal team hartford wolf pack hockey team
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",capman six invest area capman buyout capman technolog capman life scienc capman russia capman public market capman real estat dedic team fund
neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",capman plc press releas march jukka ruuska presid omx nordic exchang stockholm stock exchang transfer capman effect later septemb
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",cent profil contain busi oper compani histori major product servic prospect key competitor structur key employe locat subsidiari
neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",confer call particip via confer call plea dial minut begin event europ usa
neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,construct schedul start apriljun complet earli
neutral,"FinancialWire tm is a fully independent , proprietary news wire service .",financialwir tm fulli independ proprietari news wire servic
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,finnish civil aviat administr decid temporarili reopen finnish capit helsinki airport sinc pm pm monday local time
positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",fiskar world scissor brand tm recent learn magazin teacher choic award classroom
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",found strand associ provid civil environment transport electr mechan engin servic employe offic wisconsin alabama illinoi indiana kentucki ohio
neutral,Halonen 's office acknowledged receiving the letter but declined comment .,halonen offic acknowledg receiv letter declin comment
positive,He believes that the soy-oats have a good chance of entering the UK market .,believ soyoat good chanc enter uk market
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",believ howev hkscan atrium start use import meat finnish consum prefer domest product
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",headquart citi compani near year old focus sciencebas innov technolog environment measur
neutral,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",howev march govern st petersburg pas front part build area squar metr land plot hotel worth usd mn compani delta
neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",lee man combin annual product capac close million tonn paper tonn pulp
neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",method smelt spout separ work area shield wall arrang movabl relat smelt spout
neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",invest span across various product invest type includ retail hospit offic residenti interest realest portfolio nonperform loan corpor restructur
neutral,It also recovers valuable raw material for Kemira 's water chemical production .,also recov valuabl raw materi kemira water chemic product
neutral,"It is necessary to strengthen the company 's operations , however .",necessari strengthen compani oper howev
neutral,It will use the proceeds from the transaction to achieve its target .,use proceed transact achiev target
positive,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",kai tulonen chief technolog offic sysopen digia say use corpor phonebook insid sysopen digia extens sinc last fall satisfi result
positive,"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",last year lemminkainen complet kouvola ksupermarket contract
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .,le lay succeed walter gnter base finland
neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",lemminkainen infra oy subsidiari lemminkainen sverig ab perform construct work expect start earli complet summer
neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",los angelesbas pacif offic properti trust acquir own oper offic properti western u focus initi market honolulu san diego los angel phoenix
neutral,"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",master mayawa joint develop nokia siemen network ufa fremantlemedia activ advertis maxi end may
neutral,Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .,medic devic russia brandnew market analysi give clear overview actual situat futur outlook medic devic market russia
positive,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",metric qpr scorecard support date text milestonebas valu improv support manag project around perform processrel content
neutral,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,mformat provid enhanc manag applic enabl configur control throughout lifecycl
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",mr jorma valkama manag director suomen paikallissanomat oy state rannikkoseutu complement outstand way current product rang compani
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",mr mikko saavalainen head comptel global sale conclud gibtelecom provid perfect illustr varieti busi technic regulatori challeng oper face os today
neutral,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",nest oil said result biomass liquid demonstr plant commiss june promis decis commerci plant taken
neutral,"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",nokia continu invest futur develop qt digia respons commerci licens servic busi
neutral,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",nonwoven specialti paper made ahlstrom use larg varieti everyday product eg filter wipe floor label tape
neutral,"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",nokia announc launch bicycl charger kit compat nokia phone mm charg interfac
neutral,"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",basi competit bid ooo kitai stroi russian subsidiari china state construct engin corpor construct compani own china state select main constructor
neutral,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",time nokia india largest mnc sought topic could spark million approach creativ emerg market
positive,Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,carrier handset maker spin posit event rais interest higherend phone pricier data plan
neutral,Other potential clients include public administration organizations investing in utility networks and services .,potenti client includ public administr organ invest util network servic
neutral,"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",solut fulli arab messag want becom partner choic busi neareast region
positive,"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",pearl plaza llc joint ventur srv shanghai industri invest hold co ltd conclud invest decis construct first phase shop center saint petersburg russia
neutral,"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",poyri plc addit inform martin kuzaj presid industri busi group finland tel sanna paivaniemi director investor relat poyri plc finland tel poyri global consult engin compani dedic balanc sustain
neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",profession consum applic includ person navig person safeti field workflow manag asset track
neutral,Satama and Trainers ' House will remain as names and independent brands of the business areas .,satama trainer hous remain name independ brand busi area
neutral,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",talvik say reloc applic program server continu hp server approv hp suppli tailormad solut elisa
positive,"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",technopoli st petersburg govern sign cooper memorandum octob set technopark neudorf product zone villag strelni st petersburg suburb
neutral,Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,tekla structur team compat window oper system
positive,"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",tekla structur bim build inform model softwar develop accord longterm plan improv user experi process function
positive,TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,teliasonera lead telecommun compani nordic baltic region
neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",mention sharehold suggest month salari eur would paid board member outsid compani
neutral,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",address locat provid local control prefer wireless transmiss use address locat access applianc control modul
neutral,The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,aim bridg solut chosen minim construct time ensur traffic beneath bridg saimaa canal continu undisturb
neutral,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,bank also examin benefit transfer swedish busi oper branch offic oper would govern finland law
neutral,The company admits that 36 months is a relatively short time when operating in Russia .,compani admit month relat short time oper russia
neutral,The company has a wide selection of metal products and services .,compani wide select metal product servic
neutral,"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",compani charg natur gas storag activ franc great britain germani
neutral,The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,cooper airbalt expect lead transfer finncomm ownership airbalt time
neutral,The Court 's decision will also promote genuine competition in services,court decis also promot genuin competit servic
neutral,"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",daili graphic newspap octob report initi embark upon fidel bank partner ghana post offic across countri offer financi servic unbank underbank countri
neutral,"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",devic also use theft protect posit vehicl boat asset
neutral,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later .",donat grant aalto univers univers helsinki tamper turku eastern finland jyvæskylæ oulu vaasa polytechn announc later
neutral,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",estonian beverag maker le coq today brought market new premium class beer le coq special invest million kroon eur develop plan sell three million liter beer next year
neutral,The first phase will be completed by the end of 2012 .,first phase complet end
neutral,"The guidance has been set at 90 basis points over mid-swaps , the report said .",guidanc set basi point midswap report said
neutral,The invention carries International Patent Publication No. .,invent carri intern patent public
neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",inventor byland johan ponten fredrik lundberg jorgen
neutral,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",inventor mukkavilli krishna kiran sabharw ashutosh aazhang behnaam
neutral,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",inventor ridg justin bao yiliang karczewicz marta
neutral,The issuer is solely responsible for the content of this announcement .,issuer sole respons content announc
neutral,The issuer is solely responsible for the content of this announcement .,issuer sole respons content announc
neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 .",market make accord agreement begin septemb
neutral,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",offer price million includ cash million net debt assumpt face million worth cencorp share issu savcor
neutral,The ore body is sufficient to support anticipated production for at least 46 years .,ore bodi suffici support anticip product least year
neutral,The original patent was filed in Finland under application No. .,origin patent file finland applic
neutral,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",reloc ragot alreadi start complet next week waterqueen tortu move plan mid vmc europ third quarter
positive,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",report provid comprehens insight compani includ busi structur oper execut biographi key competitor
neutral,"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",reward paid basi earn period correspond valu maximum total componenta corpor share includ also proport paid cash
neutral,The right margin will be viewed separately in detail with every customer .,right margin view separ detail everi custom
neutral,The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,servic also enabl user watch email html format en enhanc addit languag choos
positive,"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",servic also give supplier opportun keyin invoic receiv order electron send order confirm upload creat electron catalogu
neutral,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,swedish subsidiari hold net smelter return nsr royalti two advanc copper project northern sweden viscaria adak project develop avalon miner ltd asx avi
neutral,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",total invest vantaa plant extens amount around million euro okmet share invest worth around million
neutral,"The value of the deal exceeds EUR500 ,000 , the company said .",valu deal exceed eur compani said
neutral,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",implement upgrad exist system enabl voicemail video mail hous platform
positive,This is the second successful effort for the financial investor this year .,second success effort financi investor year
neutral,Travel expenses would be reimbursed in accordance with the travel policy of the company .,travel expens would reimburs accord travel polici compani
neutral,Wellness services will be important in the future .,well servic import futur
neutral,"You need to be ready when the window opens up , Rosberg said .",need readi window open rosberg said
neutral,- Tikkurila inspires you to color your life .,tikkurila inspir color life
