label,text,cleaned_text,topic,topic_name
positive,"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",speaking justdrinks today spokesperson olvi said performed well four country operate namely finland estonia latvia lithuania,74,olvi
positive,Sports equipment sales also progressed well owing to the prolonged winter season .,sport equipment sale also progressed well owing prolonged winter season,-1,Outlier
positive,Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,stockmann mastercard widened scope cooperation estonia latvia,-1,Outlier
neutral,Stora Enso will record a capital gain of EUR 33 million as a non-recurring financial item in its fourth quarter 2006 results .,stora enso record capital gain CUR NUM million nonrecurring financial item fourth quarter NUM result,18,enso
positive,TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,tele NUM affarsvarlden gave buy recommendation mobile operator tele NUM ab share price target NUM crown CUR NUMNUM NUMNUM CUR,-1,Outlier
positive,That topped consensus forecasts for earnings of 0.21 euros a share .,topped consensus forecast earnings NUM euro share,10,eps
positive,The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,acquisition kaupthing sverige bring significant positive nonrecurring addition group performance,24,aspo
positive,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,acquisition immediate positive impact aspocomp financial result,24,aspo
positive,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,amending proposal simplifies proposed plan increase incentive key employee stay company,2,people
positive,"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil,56,outotec
positive,"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",broker initiated palfinger ag konecranes oyj buy recommendation NUM NUM CUR price target respectively,-1,Outlier
positive,"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said .",buyer aim thus reinforce position denmark martela group managing director heikki martela said,-1,Outlier
positive,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,company agreed longterm cooperation mechanise harvesting stora enso eucalyptus plantation southern china,-1,Outlier
positive,The company aims to maintain this trend in profitability during the current year .,company aim maintain trend profitability current year,7,sales
positive,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,company also said poland profitability program launched oborniki steel frame sandwich panel plant,57,omx
positive,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",company established 3g base station NUM foot foot mount everest enable mountain climber NUMfoot summit surf internet even send video exploit,0,nokia
positive,The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,company also featured ethibel pioneer investment register included innovest global NUM list world sustainable corporation,-1,Outlier
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",company goal achieve annual saving CUR NUM million CUR NUM two third realized NUM,62,savings
positive,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,company said observed current stabilisation price potential higher price delivery first quarter NUM,46,china
positive,The company will also be compensated for acting as a reserve batch plant .,company also compensated acting reserve batch plant,-1,Outlier
positive,The Group also has a strong global position in other fishing categories .,group also strong global position fishing category,77,rapala
positive,The Group 's cash flow from operations will be positive .,group cash flow operation positive,49,cash
positive,The mill has long traditions and holds an established position in the markets .,mill long tradition hold established position market,-1,Outlier
positive,"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",move aimed boosting sale costefficiency market share finland,-1,Outlier
neutral,The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,newspaper alma medium arena partner enter cooperation agreement using alma marketplace service respective region,34,alma
positive,"The original name Componenta +_m+_l , as a subsidiary of the Finnish Componenta Group , has been changed to +_m+_l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",original name componenta _m_l subsidiary finnish componenta group changed _m_l component company seen NUM_PERCENT growth q NUM NUM comparison q NUM NUM,-1,Outlier
positive,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,party also agreed option allow uh extensively implement later also functionality human resource management,2,people
positive,"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",pilot project proved rifd technology ideal purpose comment olli saarinen material handling supervisor yara,-1,Outlier
positive,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",planned facility estimated cost around CUR NUM million would largest biodiesel plant world use palm oil certified roundtable sustainable palm oil rspo,36,oil
positive,This combined with foreign investments creates interesting opportunities for Solteq .,combined foreign investment creates interesting opportunity solteq,1,our
positive,"This is Done Logistics ' largest order in Norway , the diversified group said .",done logistics largest order norway diversified group said,-1,Outlier
positive,This resulted in improved sales figures in Sweden .,resulted improved sale figure sweden,-1,Outlier
neutral,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation .",choose basware tool financial service seemed like natural continuation cooperation say tommi leskinen financial application manager neste oil corporation,29,basware
positive,"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",agreement geosentric provide gypsiipowered hotel information reservation service visitor china including popular city beijing shanghai,28,benefon
positive,"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",vaisala also said expects net sale CUR NUM million NUM compared CUR NUM million recorded NUM,-1,Outlier
positive,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,validating fgvoip client symbian signed represents significant step forward accomplishing goal,-1,Outlier
positive,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",wartsila contract october NUM plant installed manturovo kostroma region russia NUM km northeast moscow russia,-1,Outlier
positive,"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",honored recognized gartner specialist business process modeling analysis company many largest software vendor world,14,aldata
positive,We are now in a position to pursue novel clinical candidates going forward . '',position pursue novel clinical candidate going forward,-1,Outlier
positive,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,upmkymmene upgraded inline underperform goldman sachs,6,paper
positive,`` Consumers have very well received our packed fresh meat .,consumer well received packed fresh meat,12,meat
positive,`` Demand for sports equipment was good in 2005 .,demand sport equipment good NUM,-1,Outlier
positive,"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",last year finnair recorded NUMpercent growth asian sector carrying NUM million passenger two continent,19,finnair
positive,`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,additional flight linking mumbai helsinki dictated strong traffic demand asia europe,19,finnair
positive,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,lowering price u competitor show real estate market stabilised returned balance apartment acquiring fair price eye client,4,sq
positive,"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",new structure provides better communication faster decisionmaking cost saving proha said,-1,Outlier
positive,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",contract demonstrates ability apply mineral metal technology adjacent industry oil shale processing,-1,Outlier
positive,`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,pleased deliver basware invoice automation solution major retail company u,29,basware
positive,"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",tailored solution meet solel technical requirement result costeffective manufacturing highestquality reflector,-1,Outlier
positive,`` We 've been feeling quite positive about the region as a whole .,feeling quite positive region whole,1,our
positive,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,NUM december NUM finnish industrial machinery company wartsila oyj abp hel wrt 1v said yesterday order design liquefied natural gas lng powered platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl eiof,-1,Outlier
positive,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,finlan listed food industry company hkscan group controlled company baltic improved revenue CUR NUM mn CUR NUM mn NUM CUR NUM mn year,-1,Outlier
positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",finnish airline finnair deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk helsinki finland,19,finnair
positive,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,finnish cargotec awarded significant order total NUM hiab loader crane bae system u,51,cargotec
positive,Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,finnish cargotec kalmar received significant order u department defense,51,cargotec
positive,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,finnish outotec awarded contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria,56,outotec
positive,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",finnish pyry awarded engineering contract cfr national railway company romania,-1,Outlier
positive,"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",according report neomarkka kuitu finland customer interested buying company product restarts production,-1,Outlier
positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",result distribution company start distribute addition current product offering shimano reel rod shimano fishing tackle product exclusive basis,-1,Outlier
positive,Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis body open procedure,51,cargotec
positive,CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,ceo erkki jærvinen happy company performance NUM,23,ceo
positive,Deliveries have started and the network will be ready for a launch soon .,delivery started network ready launch soon,3,end
positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",earnings per share quarter also higher yearonyear NUM CUR versus NUM market expectation NUM CUR,10,eps
positive,"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",ebitda year NUM improved CUR 484m compared CUR 472m NUM,43,margin
positive,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",estonian telecom company elisa customer number cross NUM tallinn oct NUM bns estonian telecommunication company elisa approximately NUM new client nine month year bringing number NUM end september company said,76,elisa
positive,"Exel Composites ' long-term growth prospects remain favourable , however .",exel composite longterm growth prospect remain favourable however,1,our
positive,fi is developing cooperation in keyword advertising with Microsoft .,fi developing cooperation keyword advertising microsoft,-1,Outlier
positive,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",finnish construction group lemminkainen oyj hel lem 1 said today contract provide technical service nevsky centre shopping mall opened november st petersburg russia,-1,Outlier
positive,Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,finnish mobile operator dna function subcontractor maingate responsible telecommunication connection,0,nokia
positive,"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",finnish software developer basware oyj said november NUM NUM u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company,29,basware
neutral,"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions .",honka subsidiary france germany also benefit example arranging customer event conjunction world cup skiing competition,-1,Outlier
positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",however sale volume food industry expected remain relatively good level finland scandinavia atrium said,12,meat
positive,Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,incap lankapaja aim enter actual agreement transfer sheetmetal production buyer february order complete transfer NUM march NUM,45,incap
positive,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,mr kivimeister said john deer former timberjack stand win situation control around NUM_PERCENT estonia forest machinery market,-1,Outlier
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,nokia elisa work together bring superior mobile gaming experience elisa customer,76,elisa
positive,Nordea sees a return to positive growth for the Baltic countries in 2011 .,nordea see return positive growth baltic country NUM,-1,Outlier
positive,Operating profit improved by 16.7 % to EUR 7.7 mn .,operating profit improved NUM_PERCENT CUR NUM mn,-1,Outlier
positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,operating profit improved NUM_PERCENT CUR NUM mn CUR NUM NUM mn,-1,Outlier
positive,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,operating profit improved NUM_PERCENT er NUM mn CUR NUM mn NUM,32,mn
positive,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,operating profit improved CUR NUM mn CUR NUM mn,32,mn
positive,Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,outokumpu chief executive juha rantanen expressed confidence china market,56,outotec
positive,"Previously , the company anticipated its operating profit to improve over the same period .",previously company anticipated operating profit improve period,-1,Outlier
positive,Productional situation has now improved .,productional situation improved,-1,Outlier
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,rautaruukki said construction group yit awarded NUM mln CUR contract supply steel structure new bridge spanning kemijoki river northern finland,52,yit
positive,"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",sale came NUM mln CUR compared NUM mln also beating consensus forecast NUM mln CUR,109,mln
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",sale vat inclusive expanded NUM percent NUM million euro,-1,Outlier
positive,Strong growth has continued also in China .,strong growth continued also china,46,china
positive,Synergy benefits will start to materialise in the second quarter .,synergy benefit start materialise second quarter,-1,Outlier
positive,Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,teleste sentry NUM formed integration partnership sentry advanced NUMdegree immersive camera product line teleste enterprise video management system,83,teleste
positive,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",thanks multiplying effect wagon performance transport much efficient say development manager juha malkia vr cargo,-1,Outlier
positive,The ` buy ' recommendation was reiterated .,buy recommendation reiterated,93,buy
positive,The aim is to achieve EUR 2.5 mn yearly savings .,aim achieve CUR NUM mn yearly saving,62,savings
positive,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,borrower happy roadshow paid hit ratio high,-1,Outlier
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",company make garden tool scissors consumer good said earnings boosted NUM mln CUR income received NUM pct shareholding finnish engineering group wartsila,41,mln
positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,company anticipates turnover whole NUM surpass previous year CUR NUM million,-1,Outlier
neutral,The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,company negotiated amendment financial covenant present credit agreement regard situation NUM september NUM,3,end
positive,The EPS improved to EUR0 .38 from EUR0 .27 .,eps improved CUR NUM NUM CUR NUM NUM,10,eps
positive,The expansion aims to attract new customers both in Finland and abroad .,expansion aim attract new customer finland abroad,22,finland
positive,The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavistacuautitlan suburban railway,72,poyry
positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",financial impact estimated annual improvement CUR NUM NUM division result fiscal year NUM,-1,Outlier
positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",financial impact estimated NUM meur annual improvement division result starting fiscal year NUM,-1,Outlier
positive,The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,finnish group anticipates sale gain CUR 42m tax expense,-1,Outlier
positive,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",launch plant june went well producing advanced fuel couple week,3,end
positive,The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,party agreed negotiate definitive distribution license agreement end june NUM,3,end
positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,rationalization operation seek achieve CUR NUM million yearly saving second quarter current financial year,62,savings
positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",sale result gain CUR NUM million second quarter NUM oriolakd support finnish company strategy focus pharmaceutical wholesale retail operation,-1,Outlier
positive,The stock of new machines is reasonably small and new orders bring work .,stock new machine reasonably small new order bring work,-1,Outlier
positive,The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinclead project kazakhstan,56,outotec
positive,These companies will be able to keep their market positions .,company able keep market position,1,our
positive,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,acquisition support strategy close customer around world offering equipment related service,1,our
neutral,This lays a foundation for sustainable business development for the long term .,lay foundation sustainable business development long term,1,our
positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work,-1,Outlier
positive,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,world biggest magazine paper maker said program improve efficiency include closing several least competitive mill would cover company operation resulting annual saving CUR NUM million u CUR NUM million,6,paper
positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,moderate significant change resulted significant NUM NUM reduction estimated cvd risk,2,people
positive,Uponor improved its performance in spite of the decrease in residential construction in the US .,uponor improved performance spite decrease residential construction u,106,uponor
neutral,The inventor was issued U.S. Patent No. .,inventor issued u patent,61,patent
positive,"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",israeli cable network operator hot telecom chosen teleste international technology group exclusive provider fttx equipment israel according teleste today,83,teleste
neutral,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,incap corporation stock exchange release NUM may NUM NUM incap corporation directed share issue subscribed full board incap corporation approved subscription directed share issue,-1,Outlier
neutral,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",amer sport divests industrial site rumilly france announcement distributed thomson reuters behalf thomson reuters client,68,sports
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",simultaneously responsibility area extended legal affair cover also merger acquisition,1,our
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,board director proposed extraordinary general meeting authorise board decide issuance maximum 30mn new share one share issue,90,directors
neutral,`` BG Crane has been a strong partner for Hiab in Australia for many years .,bg crane strong partner hiab australia many year,51,cargotec
neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",plant ground continue grow success garden lie well maintained,-1,Outlier
neutral,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",purchase site worth NUM million thames gateway provide NUM home,4,sq
neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",poyry contract includes engineering management civil detail engineering service time scheduling procurement service,72,poyry
neutral,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",group brand portfolio includes leading brand industry rapala global brand like vmc storm blue fox luhr jensen williamson marttiini sufix,-1,Outlier
neutral,"It 's `` finger-friendly '' , and to my opinion , really fast .",fingerfriendly opinion really fast,0,nokia
neutral,"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",thanks nokia lulu proud published novel found,0,nokia
neutral,"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",summer collection NUM joyfully fresh like vitamin injection said hm head design margareta van den bosch,-1,Outlier
neutral,"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",maximum NUM employee work karttakeskus responsible producing geographic information service affected company added,2,people
positive,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",marubeni marubeni corporation tse NUM adr maruy established NUM core company marubeni group one japan leading general trading house,8,fiskars
neutral,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",midnighttrader midnighttrader premier source extendedhours u equity trading analysis news forecasting retail institutional investment community,21,conference
neutral,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,juhapekka weckstrm appointed president telecom group teliasonera finland succeed esa rautalinko,-1,Outlier
neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",according pietinalho doctor motivate patient smoke every time visit doctor,-1,Outlier
neutral,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",according original merger plan scanfil would get NUM_PERCENT stake combined business,63,scanfil
neutral,"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",according ultrascan software acquired cracker managed change mobile phone way phone able get hold onetime password sent bank via text message,0,nokia
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",additionally retailer use hardware across task store throughout warehouse providing substantial saving support infrastructure cost,1,our
neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",addus service include personal care assistance activity daily living skilled nursing rehabilitative therapy adult day care,1,our
neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel NUM NUM NUM NUM NUM NUM aldata NUM_PERCENT retailwholesale aldata NUM_PERCENT business dedicated retail wholesale business improvement,14,aldata
neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,alfa group NUM_PERCENT voting stock new company telenor NUM_PERCENT free float NUM_PERCENT,-1,Outlier
neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,altogether NUM subject mildly elevated cholesterol level participated fourmonth long intervention,2,people
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",additional amount capped CUR 12m payable cash upon achievement certain financial performance target NUM,49,cash
neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",arto ryymin born NUM replace juhani kaisanlahti worked acting evp healthcare welfare since august NUM,23,ceo
neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,capman haavisto responsible group finance accounting,54,capman
positive,"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",implementing software finnish army aim unify improve operation application area qpr software stated,-1,Outlier
neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",cablevision system corp cvc madison square garden division owns operates new york knickerbockers basketball team also madison square garden arena new york ranger hockey team new york liberty woman basketball team hartford wolf pack hockey team,68,sports
neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",capman six investment area capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team fund,54,capman
neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",capman plc press release NUM march NUM jukka ruuska president omx nordic exchange stockholm stock exchange transfer capman effective later september NUM,54,capman
neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",cent profile contains business operation company history major product service prospect key competitor structure key employee location subsidiary,1,our
neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",conference call participate via conference call please dial NUM NUM minute beginning event NUM NUM NUM NUM NUM europe NUM NUM CUR NUM CUR NUM usa,21,conference
neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,construction scheduled start apriljune NUM completed early NUM,3,end
neutral,"FinancialWire tm is a fully independent , proprietary news wire service .",financialwire tm fully independent proprietary news wire service,21,conference
neutral,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,finnish civil aviation administration decided temporarily reopen finnish capital helsinki airport since NUM pm NUM pm monday local time,19,finnair
positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",fiskars world NUM scissors brand tm recently learning magazine NUM teacher choice award classroom,8,fiskars
neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",founded NUM strand associate provides civil environmental transportation electrical mechanical engineering service NUM employee NUM office wisconsin alabama illinois indiana kentucky ohio,-1,Outlier
neutral,Halonen 's office acknowledged receiving the letter but declined comment .,halonen office acknowledged receiving letter declined comment,5,not
positive,He believes that the soy-oats have a good chance of entering the UK market .,belief soyoats good chance entering uk market,12,meat
neutral,"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",believe however hkscan atrium start use imported meat finnish consumer prefer domestic product,12,meat
neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",headquartered city company nearly NUM year old focus sciencebased innovation technology environmental measurement,-1,Outlier
neutral,"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",however march NUM government st petersburg passed front part building area NUM square metre land plot hotel worth CUR NUM NUMmn company delta,4,sq
